message;severity;node;stamp;location
"Message Filter dropping message: frame 'back_laser_link' at time 1702178246.246 for reason 'Unknown'";"20";"rviz";"1702178246.993248626";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.988787047";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.967983611";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.233 for reason 'Unknown'";"20";"rviz";"1702178246.961388510";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.948015580";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.928670954";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.907955315";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178246.176 for reason 'Unknown'";"20";"rviz";"1702178246.897157095";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.164 for reason 'Unknown'";"20";"rviz";"1702178246.896950400";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.887815792";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.868057499";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.847908042";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178246.107 for reason 'Unknown'";"20";"rviz";"1702178246.833812696";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.828638802";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.808172568";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.094 for reason 'Unknown'";"20";"rviz";"1702178246.800952932";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.788914514";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178246.037 for reason 'Unknown'";"20";"rviz";"1702178246.769445702";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.768786557";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.747949220";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178246.024 for reason 'Unknown'";"20";"rviz";"1702178246.736941142";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.727936540";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.708322287";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.967 for reason 'Unknown'";"20";"rviz";"1702178246.705241428";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.687895778";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.955 for reason 'Unknown'";"20";"rviz";"1702178246.673318032";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.668948591";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.647940101";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.897 for reason 'Unknown'";"20";"rviz";"1702178246.640949256";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.628746525";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.885 for reason 'Unknown'";"20";"rviz";"1702178246.609078570";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.607960597";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.588747255";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.568468827";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.548242672";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.828 for reason 'Unknown'";"20";"rviz";"1702178246.546050677";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.815 for reason 'Unknown'";"20";"rviz";"1702178246.545855068";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.527944128";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.507983043";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.487910498";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.758 for reason 'Unknown'";"20";"rviz";"1702178246.481492768";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.746 for reason 'Unknown'";"20";"rviz";"1702178246.481349680";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.467947780";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.447930620";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.427975140";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.690 for reason 'Unknown'";"20";"rviz";"1702178246.417810567";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.407933897";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.388098942";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.676 for reason 'Unknown'";"20";"rviz";"1702178246.384917930";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.367967531";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.619 for reason 'Unknown'";"20";"rviz";"1702178246.352958272";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.348706550";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.327540382";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.606 for reason 'Unknown'";"20";"rviz";"1702178246.321725531";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.308256069";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.549 for reason 'Unknown'";"20";"rviz";"1702178246.289278770";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.288014557";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.268358023";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.537 for reason 'Unknown'";"20";"rviz";"1702178246.257145056";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.247977215";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.228268908";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.480 for reason 'Unknown'";"20";"rviz";"1702178246.224850294";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.207889430";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.467 for reason 'Unknown'";"20";"rviz";"1702178246.193066377";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.187927834";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.167916582";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.147898851";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.410 for reason 'Unknown'";"20";"rviz";"1702178246.129756876";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.397 for reason 'Unknown'";"20";"rviz";"1702178246.129573218";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.128691761";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.107835691";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.087849617";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.068437810";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.340 for reason 'Unknown'";"20";"rviz";"1702178246.065844365";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.327 for reason 'Unknown'";"20";"rviz";"1702178246.065516072";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.048149672";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.027978977";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178246.008027377";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.273 for reason 'Unknown'";"20";"rviz";"1702178246.001673507";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.987953870";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.258 for reason 'Unknown'";"20";"rviz";"1702178245.969272279";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.967986023";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.947950012";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.201 for reason 'Unknown'";"20";"rviz";"1702178245.937439187";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.927970672";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.908291859";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.188 for reason 'Unknown'";"20";"rviz";"1702178245.905773359";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.888805765";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.131 for reason 'Unknown'";"20";"rviz";"1702178245.873098140";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.867995449";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.848795162";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.118 for reason 'Unknown'";"20";"rviz";"1702178245.841251725";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.828617409";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.808475038";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.787951588";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178245.061 for reason 'Unknown'";"20";"rviz";"1702178245.778241234";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178245.049 for reason 'Unknown'";"20";"rviz";"1702178245.777912005";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.768065481";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.748752227";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.727887067";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178244.992 for reason 'Unknown'";"20";"rviz";"1702178245.713416396";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178244.980 for reason 'Unknown'";"20";"rviz";"1702178245.713264358";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.707995943";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.688121289";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.667964770";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178244.922 for reason 'Unknown'";"20";"rviz";"1702178245.649054779";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.647945952";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.628436987";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178244.909 for reason 'Unknown'";"20";"rviz";"1702178245.617880155";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.607859212";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.587821158";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178244.852 for reason 'Unknown'";"20";"rviz";"1702178245.585132859";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.567431663";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178244.840 for reason 'Unknown'";"20";"rviz";"1702178245.553654939";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.548123411";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.527782746";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'back_laser_link' at time 1702178244.782 for reason 'Unknown'";"20";"rviz";"1702178245.521137867";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.507786691";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"Message Filter dropping message: frame 'front_laser_link' at time 1702178244.770 for reason 'Unknown'";"20";"rviz";"1702178245.489313486";"/opt/ros/foxy/include/tf2_ros/message_filter.h:signalFailure:653"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.487877045";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
"==[WmMotionController__recv_rpm__check]== 100000.00";"20";"WmMotionControllerNode";"1702178245.467911198";"/home/nuc-bs/ros2_ws/src/controller/MotionController/wm_motion_controller/src/wm_motion_controller/wm_motion_controller.cpp:fn_recv_rpm:241"
